cod_apo,regiao,ano_modelo,tipo_franq,val_franq,is_casco,utilizacao,clas_bonus,perc_bonus,sexo,idade_condutor,exposicao,pre_casco,n_sinistros,valor_sinistro
249726318,11,2008,2,2314,20206,2,9,0,M,80.30116358658454,0.49555099247091033,1026,0,0
280754521,11,2014,1,1520,32400,0,1,12,M,36.57221081451061,0.31485284052019163,1390,0,0
152352614,11,2018,1,3848,74922,2,0,0,F,45.01574264202601,0.49555099247091033,1658,0,0
46644344,11,2015,1,1537,26937,0,9,44,M,44.720054757015745,0.4161533196440794,1307,0,0
150437333,11,2012,1,4165,43590,2,2,0,F,33.41820670773443,0.49555099247091033,1505,0,0
213807274,11,2005,1,2557,16375,1,0,0,M,30.119096509240247,0.13415468856947296,962,0,0
178482498,11,2017,2,3036,31763,1,0,10,M,51.96167008898015,0.33127994524298426,1840,0,0
133544212,11,2007,2,4055,20271,2,7,40,M,46.417522245037645,0.4106776180698152,366,0,0
125583109,11,2011,1,3886,23146,2,0,0,F,39.71800136892539,0.06844626967830253,1205,0,0
61967362,11,2009,2,2548,17488,0,9,30,F,47.03353867214237,0.46269678302532513,1027,0,0
84274503,11,2017,2,1663,56972,2,1,0,F,53.73305954825462,0.31211498973305957,1461,0,0
231336856,11,2007,2,2696,31624,2,5,0,F,49.58521560574949,0.33127994524298426,1599,0,0
40163165,11,2009,1,3608,23711,2,2,0,F,50.98425735797399,0.29021218343600275,1003,0,0
81290511,11,2008,2,2649,11435,1,1,0,F,76.41341546885695,0.49555099247091033,908,0,0
208677903,11,2016,2,1663,48705,2,7,0,F,44.58590006844627,0.49555099247091033,1635,0,0
236547634,11,2007,1,1250,17434,0,1,10,F,46.789869952087614,0.49555099247091033,590,0,0
152837474,11,2014,2,2208,50111,2,4,0,M,37.51950718685831,0.12594113620807665,567,0,0
233467195,11,2013,1,3891,56960,1,8,0,M,69.60711841204655,0.49555099247091033,962,0,0
163008064,11,2013,9,3069,33314,2,1,8,M,34.362765229295,0.12594113620807665,891,0,0
151153433,11,2011,1,3217,25611,2,0,0,F,51.449691991786445,0.4380561259411362,1155,0,0
173297512,11,2013,1,1888,38240,0,7,30,F,33.68925393566051,0.36413415468856947,1135,0,0
172686271,11,2018,1,3269,67336,2,0,0,M,39.030800821355236,0.14236824093086928,1139,0,0
94733917,11,2015,1,2445,36645,1,5,27,F,36.56947296372348,0.1834360027378508,1481,0,0
201848640,11,2011,2,3600,35409,0,1,10,F,35.715263518138265,0.49555099247091033,1145,0,0
232797772,11,2012,1,2988,19566,2,0,0,M,28.262833675564682,0.16153319644079397,157,0,0
164312312,11,2019,2,3237,68902,2,0,0,M,51.23066392881588,0.33401779603011633,1386,0,0
51912534,11,2018,1,2601,53243,3,2,0,M,24.62422997946612,0.49555099247091033,1732,0,0
172989629,11,2019,1,1476,47151,0,8,40,F,73.347022587269,0.4134154688569473,856,0,0
37528527,11,2009,1,3692,23243,2,0,0,M,33.83983572895277,0.3723477070499658,983,0,0
191182084,11,2009,2,3520,23715,2,1,0,M,40.19438740588638,0.12594113620807665,1005,0,0
219176269,11,2010,2,3694,28930,2,2,0,F,38.13826146475017,0.2272416153319644,1632,0,0
241483997,11,2012,2,1917,32977,2,6,0,F,37.842573579739906,0.49555099247091033,1267,0,0
191886059,11,2018,1,2157,95759,0,0,0,M,54.496919917864474,0.09308692676249145,1889,0,0
178274677,11,2013,1,3984,49134,2,5,30,M,34.41204654346338,0.008213552361396304,2850,0,0
108958635,11,2011,1,1350,25677,0,6,30,M,42.24229979466119,0.49555099247091033,1162,0,0
257407449,11,2018,2,2936,40560,2,1,0,F,36.56673511293634,0.39698836413415467,1558,0,0
239381082,11,2009,1,1691,18461,2,9,0,M,33.883641341546884,0.26283367556468173,812,0,0
149558193,11,2010,1,1405,23680,0,9,44,F,40.062970568104035,0.049281314168377825,950,0,0
58445441,11,2011,2,1760,24595,2,2,0,M,43.94250513347023,0.27104722792607805,697,0,0
281701941,11,2012,1,2738,40721,0,3,20,F,34.55167693360712,0.4928131416837782,1741,0,0
211136750,11,2011,9,0,23316,2,0,0,M,27.3347022587269,0.49555099247091033,2467,0,0
287449803,11,2015,2,1924,55650,2,3,0,M,48.98562628336756,0.49555099247091033,1829,0,0
43790990,11,2016,2,2020,46616,2,2,0,M,58.86379192334018,0.09856262833675565,953,0,0
260832316,11,2014,1,4237,58695,2,0,0,M,21.229295003422312,0.2600958247775496,3760,1,154
131811182,11,2010,2,1647,24048,1,7,0,F,55.50992470910335,0.24914442162902123,563,0,0
174883395,11,2014,2,2864,34644,2,1,0,M,34.770704996577685,0.27652292950034224,1960,0,0
155368648,11,2014,1,1587,40374,2,0,0,F,34.4476386036961,0.49555099247091033,1862,0,0
157514109,11,2013,1,1980,39832,0,9,30,M,49.78781656399726,0.19164955509924708,1094,0,0
205969740,11,2015,2,3300,44223,0,5,30,M,42.86379192334018,0.49555099247091033,1493,0,0
109538090,11,2011,2,1445,20615,2,5,0,M,43.40588637919233,0.038329911019849415,757,0,0
83622581,11,2011,2,2367,20333,1,6,26,M,63.7864476386037,0.49555099247091033,0,0,0
91336863,11,2011,1,1475,20824,0,3,20,M,32.14784394250513,0.15879534565366188,1122,0,0
162142722,11,2014,1,1537,24755,0,5,28,F,39.6413415468857,0.010951403148528405,1652,0,0
44645116,11,2014,1,2390,25586,1,2,11,M,77.83983572895278,0.49555099247091033,930,0,0
242456443,11,2013,1,1274,23883,0,9,30,M,68.5201916495551,0.1861738535249829,841,0,0
266080432,11,2010,2,3170,18892,2,3,20,F,53.946611909650926,0.2518822724161533,1117,0,0
79058667,11,2019,1,1587,43618,3,0,49,M,58.97330595482546,0.0054757015742642025,1587,0,0
211943954,11,2013,1,2215,43846,0,7,35,M,46.78713210130048,0.2464065708418891,640,0,0
232014739,11,2008,1,1721,24134,1,8,0,M,48.90075290896646,0.49555099247091033,578,0,0
89102223,11,2017,1,3364,84034,1,0,0,F,56.380561259411365,0.49555099247091033,2038,0,0
117094353,11,2001,1,815,10967,2,1,10,F,72.50650239561944,0.06844626967830253,1152,0,0
77654387,11,2001,2,3408,9052,2,1,0,M,82.94866529774127,0.4216290212183436,703,0,0
34514626,11,2014,1,1719,37823,0,8,40,F,57.36892539356605,0.49555099247091033,967,0,0
101060344,11,2011,2,3983,24075,2,3,0,F,36.13141683778234,0.49555099247091033,996,0,0
239408545,11,2016,1,2743,66747,2,2,0,F,47.290896646132786,0.1971252566735113,2353,0,0
93399767,11,2013,1,1554,30127,1,0,49,F,52.19712525667351,0.49555099247091033,579,0,0
77664683,11,2004,2,2949,14309,2,5,0,F,48.71184120465435,0.04106776180698152,760,0,0
138760103,11,2008,1,2193,27674,2,1,0,M,50.98151950718686,0.49555099247091033,934,0,0
236749975,11,2010,1,5527,42785,2,0,0,M,55.044490075290895,0.11225188227241616,-524,0,0
63183294,11,2016,1,2010,62205,0,0,0,F,34.71047227926078,0.05201916495550993,2176,0,0
74889509,11,2010,2,1840,23383,2,6,0,F,56.747433264887064,0.4407939767282683,740,1,57
53489701,11,2015,1,1677,37075,1,4,0,M,49.582477754962355,0.49555099247091033,835,0,0
140284284,11,1998,2,2975,9675,2,1,0,F,59.70704996577687,0.038329911019849415,645,0,0
272002301,11,2018,1,1873,60210,0,0,0,M,55.73169062286105,0.39698836413415467,2101,0,0
251172846,11,2011,2,1641,29913,2,1,0,F,59.58658453114305,0.32854209445585214,660,0,0
227192614,11,2011,1,1525,26754,0,9,30,M,58.997946611909654,0.04654346338124572,1545,0,0
209296150,11,2013,2,3588,47532,0,9,30,F,54.16563997262149,0.13415468856947296,972,0,0
277537434,11,2014,1,1675,33985,2,6,0,F,43.44421629021218,0.02190280629705681,1088,0,0
56972454,11,2015,1,1898,53921,0,9,30,M,52.139630390143736,0.49555099247091033,772,0,0
184334977,11,2017,2,2550,38049,0,0,0,M,62.521560574948666,0.06297056810403832,1403,0,0
173606474,11,2008,2,1548,18917,1,5,0,M,34.36824093086927,0.06844626967830253,1182,0,0
124890771,11,2003,2,5034,14817,0,7,30,M,68.66529774127311,0.4517453798767967,419,0,0
131595253,11,2010,1,1503,19772,0,0,0,F,48.22724161533196,0.47091033538672145,2056,0,0
278473645,11,2012,2,3621,29735,1,0,25,F,33.91375770020534,0.2600958247775496,1263,0,0
122197745,11,2008,2,3028,18109,2,1,0,M,53.57973990417522,0.2518822724161533,631,1,129
194097713,11,2011,2,1602,25745,2,7,0,F,46.26420260095825,0.4106776180698152,669,0,0
135504709,11,2011,2,2913,22694,2,1,0,M,45.667351129363446,0.33675564681724846,667,0,0
95896774,11,2013,1,1755,36972,2,1,0,F,36.8870636550308,0.2190280629705681,1129,0,0
168966816,11,2018,2,3108,59627,2,1,0,M,45.549623545516766,0.49555099247091033,64,0,0
135205538,11,2013,1,1918,35044,0,2,15,M,60.46269678302532,0.487337440109514,896,0,0
249301983,11,2013,2,1903,35462,2,1,0,F,49.09240246406571,0.49555099247091033,1031,0,0
257251550,11,2012,2,1681,28220,2,7,0,F,35.68788501026694,0.03285420944558522,938,0,0
102420176,11,2015,2,3025,34448,0,4,25,M,43.82477754962355,0.4544832306639288,1467,0,0
244885448,11,2018,1,1401,42606,0,4,25,M,32.988364134154686,0.2299794661190965,1472,0,0
126579945,11,2015,1,1960,43345,1,1,0,M,41.18001368925393,0.49555099247091033,848,0,0
158920092,11,2018,2,3614,38552,2,1,10,M,43.200547570157426,0.30390143737166325,1402,0,0
204141193,11,2013,1,4643,27831,2,3,0,M,40.525667351129364,0.2464065708418891,874,0,0
218949885,11,2019,1,2476,64547,1,9,0,F,55.26899383983573,0.49555099247091033,1218,0,0
37491893,11,2011,2,2044,21494,2,2,15,M,69.46475017111567,0.09308692676249145,1001,0,0
64588898,11,2011,2,4604,34998,2,8,0,M,46.209445585215605,0.010951403148528405,874,0,0
217267231,11,2015,2,3895,39968,2,7,40,M,39.68240930869268,0.49555099247091033,612,0,0
72322891,11,2008,2,3520,21930,1,5,0,M,49.63997262149213,0.030116358658453114,932,0,0
136317479,11,2014,1,1422,35692,2,0,0,F,26.973305954825463,0.23545516769336072,0,0,0
248523133,11,2016,2,3487,45796,0,2,15,F,35.47707049965777,0.33675564681724846,1193,0,0
277607532,11,2018,2,933,61169,2,9,30,M,46.03696098562629,0.49555099247091033,576,0,0
52136800,11,2013,1,1554,27289,2,7,40,F,40.271047227926076,0.27652292950034224,750,0,0
68193534,11,2016,2,3849,59499,1,0,0,F,44.27378507871321,0.4380561259411362,2030,0,0
255422834,11,2012,2,1578,27702,2,4,0,M,36.720054757015745,0.4407939767282683,1097,1,495
172512255,11,2015,1,1682,36254,2,1,0,F,50.11362080766598,0.23819301848049282,630,0,0
84160907,11,2014,2,3510,29933,2,3,20,F,54.417522245037645,0.49555099247091033,2332,0,0
213568552,11,2015,2,5726,62799,2,1,10,M,47.28268309377139,0.49555099247091033,1178,0,0
85798728,11,2014,2,3350,41895,1,1,0,M,44.145106091718,0.49555099247091033,1163,0,0
73830128,11,2016,2,3083,28801,1,3,0,M,22.472279260780287,0.49555099247091033,1576,0,0
166181278,11,2007,2,5803,35593,2,1,0,M,40.67898699520876,0.10403832991101986,254,0,0
89229083,11,2019,2,3975,58373,2,2,0,F,23.616700889801507,0.09308692676249145,217,2,12333
129046752,11,2017,2,1531,35557,2,1,0,M,62.110882956878854,0.04654346338124572,193,0,0
229493315,11,2009,2,2584,14588,2,7,0,F,29.53867214236824,0.13141683778234087,894,0,0
89888477,11,2012,2,1755,28656,2,6,0,M,67.16769336071184,0.49555099247091033,657,0,0
208357248,11,2006,2,1771,13509,2,1,0,F,45.43189596167009,0.4216290212183436,782,0,0
35442574,11,2015,2,3430,24530,2,3,0,M,29.831622176591377,0.3531827515400411,623,0,0
260628332,11,2014,1,4060,56632,3,0,0,M,49.998631074606436,0.49555099247091033,2135,1,115
215297280,11,2014,2,2860,43372,0,9,30,M,46.209445585215605,0.49555099247091033,1345,0,0
69218268,11,2017,2,3174,42890,1,0,0,M,31.06365503080082,0.14784394250513347,144,0,0
121156504,11,2012,2,2687,20892,2,1,0,M,57.23477070499658,0.2190280629705681,1055,0,0
279361507,11,2007,2,1912,21391,2,5,0,M,34.23134839151266,0.03559206023271732,1053,0,0
131910079,11,2014,2,1578,31768,2,2,0,F,29.894592744695416,0.49555099247091033,1832,0,0
204651883,11,2014,2,4206,56894,2,1,0,F,34.40109514031485,0.49555099247091033,651,0,0
167101957,11,2011,2,1608,22092,2,4,0,F,34.06707734428473,0.2737850787132101,1062,0,0
257580337,11,2019,1,1264,41235,0,0,0,M,45.39630390143737,0.49555099247091033,1520,0,0
94729237,11,2017,2,1774,32746,2,3,0,M,73.24298425735797,0.04380561259411362,627,0,0
175161522,11,2013,2,1702,32377,2,7,0,F,34.81724845995893,0.32306639288158795,1060,0,0
121208815,11,2013,1,1750,26251,1,4,24,M,58.26694045174538,0.31759069130732376,1077,0,0
157703179,11,2008,1,3460,20032,3,0,0,M,61.39082819986311,0.49555099247091033,972,1,121
119623377,11,2011,2,3432,33020,0,9,30,F,33.152635181382614,0.49555099247091033,977,0,0
239977702,11,2005,1,1375,16685,2,0,0,M,27.926078028747433,0.4517453798767967,794,0,0
221519956,11,2010,2,1932,23377,2,3,0,M,26.518822724161534,0.26283367556468173,1340,1,573
111141447,11,2016,1,2283,79989,0,2,15,M,50.064339493497606,0.42984257357973993,2214,0,0
261351046,11,2019,4,2901,44560,3,0,0,M,50.01779603011636,0.2272416153319644,1563,0,0
271280487,11,2017,1,1867,39649,1,0,0,F,47.48528405201917,0.4188911704312115,667,0,0
136576460,11,2009,2,3443,32690,1,1,0,F,31.83025325119781,0.47638603696098564,1090,0,0
189249627,11,2014,2,3556,39310,1,0,0,M,58.60643394934976,0.49555099247091033,1202,2,8044
209449124,11,2017,1,2608,82150,0,9,30,F,43.488021902806295,0.4024640657084189,1675,0,0
227587516,11,2015,1,2230,57060,0,4,25,M,39.88227241615332,0.49555099247091033,1760,0,0
59009620,11,2012,1,1225,23630,0,5,30,F,63.18412046543463,0.49555099247091033,805,0,0
93164621,11,2013,2,1838,34745,2,9,0,F,35.285420944558524,0.31211498973305957,911,0,0
119247060,11,2014,1,1428,34222,1,0,49,M,34.92950034223135,0.49555099247091033,552,0,0
70423839,11,2011,1,1532,34524,0,4,25,F,61.713894592744694,0.15058179329226556,1976,0,0
277398843,11,2009,2,3025,18450,0,2,15,F,55.553730321697465,0.16700889801505817,512,0,0
158840315,11,2014,1,1787,38025,0,4,25,F,68.05749486652978,0.09034907597535935,834,0,0
218103276,11,2016,2,2844,44889,1,0,0,M,42.789869952087614,0.49555099247091033,2085,0,0
51684263,11,2015,1,2063,37240,0,9,30,M,34.95140314852841,0.4161533196440794,1005,0,0
68340033,11,2005,2,2300,12452,0,8,30,F,42.41204654346338,0.10951403148528405,836,0,0
263709128,11,2013,2,3126,32142,1,0,0,M,60.95003422313484,0.3203285420944558,1278,0,0
279586735,11,2011,2,3060,27136,2,9,30,F,41.59342915811088,0.08487337440109514,607,0,0
212585845,11,2019,1,2551,101738,1,0,0,F,58.770704996577685,0.049281314168377825,2837,0,0
210930990,11,2013,2,3096,28405,2,0,0,F,28.569472963723477,0.038329911019849415,-34,0,0
160070758,11,2014,2,7687,96388,2,1,0,F,57.18001368925393,0.459958932238193,1871,0,0
96855191,11,2014,2,3174,32824,1,5,0,M,72.08213552361396,0.25735797399041754,906,0,0
163311856,11,2018,2,2900,66246,1,0,0,M,52.58316221765914,0.49555099247091033,3125,0,0
75647739,11,2005,2,3308,14204,2,3,0,M,53.11978097193703,0.19164955509924708,895,0,0
202639552,11,2008,1,1840,18569,2,1,0,F,53.7741273100616,0.09582477754962354,689,0,0
191213821,11,2012,2,2347,44066,2,7,0,F,66.41204654346338,0.11498973305954825,1164,0,0
274029302,11,2013,1,3282,34334,1,0,0,M,60.328542094455855,0.03559206023271732,266,0,0
179805853,11,2017,1,2290,56659,2,7,40,F,49.831622176591374,0.07665982203969883,1208,0,0
199266781,11,2016,1,3174,45444,2,0,0,M,43.58110882956879,0.3531827515400411,1057,0,0
96752886,11,2010,1,1595,22400,0,6,31,M,41.38809034907597,0.4380561259411362,954,0,0
39735750,11,2013,1,2026,39385,1,0,49,M,86.52156057494867,0.49555099247091033,659,0,0
79796926,11,2019,1,2860,62003,0,0,0,F,31.378507871321013,0.35592060232717315,3306,0,0
52046516,11,2013,2,3918,34802,2,1,0,M,48.440793976728266,0.03559206023271732,1075,0,0
222667960,11,2004,2,2919,14502,2,5,0,F,59.65503080082136,0.49555099247091033,451,0,0
113653305,11,2013,2,2484,42306,2,3,0,M,52.95277207392197,0.15058179329226556,1603,0,0
77700402,11,1996,2,1533,9944,2,5,0,F,50.82546201232033,0.2874743326488706,623,0,0
90392838,11,2008,1,2357,35192,1,8,0,F,39.22518822724162,0.49555099247091033,801,0,0
283991734,11,2014,2,1531,23024,2,2,0,F,28.83778234086242,0.32306639288158795,775,1,55
186095413,11,2018,1,1693,51188,0,9,44,F,50.46132785763176,0.3942505133470226,978,0,0
219037131,11,2007,2,3877,21495,2,6,0,F,48.969199178644764,0.49555099247091033,915,1,103
111788440,11,2016,2,3492,43639,2,3,0,M,66.97330595482546,0.10403832991101986,784,0,0
221581713,11,2012,2,2800,29667,0,3,20,F,44.99657768651608,0.49555099247091033,1058,0,0
163999277,11,2014,2,5226,57914,2,7,0,M,37.516769336071185,0.4407939767282683,1422,0,0
216897800,11,2018,1,3700,38992,3,1,8,M,37.21286789869952,0.49555099247091033,1735,0,0
250699936,11,2009,2,3080,17793,0,8,30,F,64.65160848733744,0.31211498973305957,347,0,0
278921437,11,2010,1,1526,19036,2,5,0,F,44.27926078028747,0.49555099247091033,1219,0,0
100574377,11,2013,1,4469,44263,2,0,0,M,39.76728268309377,0.3723477070499658,1916,0,0
95725991,11,2018,2,3147,82791,2,7,40,F,45.42094455852156,0.34770704996577684,1046,0,0
241983139,11,2014,4,3182,36852,2,0,0,M,50.70773442847365,0.07392197125256673,2300,0,0
136585049,11,2007,2,4265,23767,2,1,0,M,50.15468856947297,0.4188911704312115,726,0,0
75829126,11,2013,1,1595,33866,0,9,30,F,60.12594113620808,0.1998631074606434,581,0,0
254510104,11,2016,2,3404,37164,2,6,0,F,52.832306639288156,0.49555099247091033,917,0,0
251799668,11,2015,1,1547,32987,2,3,20,M,51.351129363449694,0.49555099247091033,1302,0,0
202159408,11,2004,9,3922,20216,1,9,44,F,78.87474332648871,0.17796030116358658,422,0,0
131495631,11,2015,1,2182,55950,1,3,20,F,58.43668720054757,0.4490075290896646,1038,0,0
48310392,11,2008,2,3109,18701,2,9,30,M,78.39014373716633,0.2327173169062286,599,0,0
93525421,11,2011,1,1822,21084,0,1,10,F,38.50513347022587,0.03285420944558522,1063,0,0
196162359,11,2009,2,4165,30054,2,8,0,M,35.630390143737166,0.42984257357973993,1380,1,87
158428322,11,2015,2,4772,78827,0,9,30,M,63.76728268309377,0.49555099247091033,913,0,0
278983451,11,2006,2,3170,15552,2,1,10,M,45.82340862422998,0.28473648186173856,1019,0,0
241624226,11,2018,1,1374,59740,2,0,0,M,34.29705681040383,0.35592060232717315,0,0,0
239102721,11,2012,2,3509,31524,0,9,30,M,43.854893908282,0.49555099247091033,703,0,0
255318151,11,2013,1,1309,22980,0,2,13,F,44.58590006844627,0.22176591375770022,1002,0,0
185607779,11,2011,2,2800,24630,0,9,30,M,65.83162217659138,0.07665982203969883,777,0,0
199110728,11,2011,2,2187,36295,2,1,0,F,58.57084188911704,0.3066392881587953,572,0,0
263563191,11,2006,2,3460,18945,2,1,0,M,66.6611909650924,0.3860369609856263,575,2,370
50875245,11,2018,1,1547,39731,3,7,40,M,51.84394250513347,0.49555099247091033,1300,0,0
282084118,11,2013,2,1324,25039,2,5,0,M,37.19917864476386,0.06023271731690623,440,0,0
65528454,11,2018,1,1433,35963,1,0,10,F,41.37713894592745,0.08761122518822724,1252,0,0
70645264,11,2016,1,3141,69289,0,5,28,F,31.874058863791923,0.34770704996577684,2060,0,0
215444998,11,2011,2,3089,28578,0,0,0,M,60.73921971252567,0.49555099247091033,918,0,0
55336919,11,2016,2,1394,44554,2,1,0,M,45.927446954141,0.12867898699520877,1100,0,0
36033255,11,1999,1,2123,14538,1,1,30,M,38.64202600958248,0.15331964407939766,1399,0,0
111523261,11,2015,2,3332,43657,2,1,0,F,37.51129363449692,0.13141683778234087,782,0,0
200479850,11,2010,2,2001,27524,2,1,0,F,66.9596167008898,0.49555099247091033,609,0,0
283846902,11,2007,2,3543,14874,2,2,0,M,27.65776865160849,0.10677618069815195,972,0,0
226025929,11,2017,2,4035,85965,2,4,0,F,38.66392881587954,0.49555099247091033,1118,0,0
154967539,11,2006,2,2496,14637,0,2,15,F,34.03696098562629,0.49555099247091033,799,0,0
35819099,11,2015,1,1571,42885,2,7,40,M,77.6892539356605,0.49555099247091033,1851,0,0
156177763,11,2018,1,1878,39200,1,6,0,F,46.01505817932922,0.49555099247091033,780,0,0
90036394,11,2015,2,3509,52176,0,1,10,F,41.05133470225873,0.49555099247091033,1293,0,0
144723686,11,2014,2,3277,30542,0,7,30,F,41.70841889117043,0.4736481861738535,1059,0,0
260713218,11,2019,1,1640,37154,1,5,31,F,40.8104038329911,0.49555099247091033,1121,0,0
245670841,11,2014,1,1975,30959,1,3,0,F,66.25051334702259,0.34223134839151265,610,0,0
145059580,11,2017,2,3038,61356,2,5,0,M,36.07118412046543,0.49555099247091033,1334,0,0
229401054,11,2014,2,3025,44338,0,9,30,M,63.252566735112936,0.4079397672826831,820,0,0
181767662,11,2018,1,3326,50229,2,0,0,M,55.95345653661875,0.49555099247091033,1057,1,3306
218713660,11,2016,1,2290,58732,2,7,40,F,64.0684462696783,0.25735797399041754,1589,0,0
201208640,11,2009,2,2025,20681,2,3,0,F,37.738535249828885,0.49555099247091033,805,1,139
131824463,11,2011,2,2763,50332,2,6,0,M,33.23203285420944,0.08761122518822724,1226,0,0
272337557,11,2007,1,2050,33488,0,4,25,M,45.94387405886379,0.28199863107460643,2007,0,0
57431893,11,2010,2,1583,20258,2,1,0,M,56.48459958932238,0.09856262833675565,873,0,0
198348232,11,2011,1,1800,36136,0,2,15,F,42.03696098562629,0.39698836413415467,1435,0,0
68274309,11,2007,1,2201,23614,2,2,15,F,57.319644079397676,0.49555099247091033,2145,1,2405
106435261,11,2008,1,1992,26708,1,2,15,F,27.63586584531143,0.2108145106091718,2536,0,0
228452998,11,2015,1,2348,54481,1,0,30,M,50.064339493497606,0.07118412046543464,1067,0,0
262860096,11,2015,1,1992,43965,1,9,0,M,28.11498973305955,0.49555099247091033,1869,0,0
240937015,11,2008,2,1855,18678,2,1,0,F,43.7700205338809,0.13963039014373715,482,0,0
172340565,11,2014,1,2079,35766,1,0,0,M,43.605749486652975,0.3613963039014374,512,0,0
255453832,11,2015,2,1917,41879,2,1,0,F,47.40588637919233,0.49555099247091033,1226,0,0
114240389,11,2015,4,3653,34914,1,9,0,M,56.51471594798083,0.11498973305954825,817,0,0
220309751,11,2012,1,1404,25581,0,9,30,M,66.19301848049281,0.4681724845995893,960,0,0
169480082,11,2009,2,1943,20680,2,6,0,F,64.29568788501027,0.16427104722792607,837,0,0
89152962,11,2018,1,3141,95552,0,9,44,F,38.458590006844624,0.35044490075290896,1974,0,0
78230225,11,2016,1,1638,42725,0,5,28,F,34.091718001368925,0.49555099247091033,1476,0,0
201302242,11,2018,1,6022,152447,0,0,0,F,59.15400410677618,0.49555099247091033,1910,0,0
284438106,11,2001,1,2781,10786,2,0,0,M,32.82956878850103,0.3394934976043806,632,0,0
175972218,11,2014,1,2065,47303,1,0,30,M,28.40520191649555,0.2518822724161533,1733,0,0
54733739,11,2015,1,1501,40714,0,6,31,F,33.4757015742642,0.49555099247091033,850,0,0
69875996,11,2017,1,2500,39740,1,0,49,F,38.61190965092403,0.34223134839151265,877,0,0
38283514,11,2016,1,2710,75872,3,9,0,F,57.880903490759756,0.3750855578370979,2659,0,0
242867137,11,2017,2,3686,39110,2,1,10,F,32.34770704996578,0.49555099247091033,1424,0,0
75162991,11,2009,1,1337,19023,0,2,15,M,39.460643394934976,0.05475701574264202,995,0,0
65290333,11,2018,2,3641,69915,2,0,0,M,26.76249144421629,0.04106776180698152,835,0,0
147406210,11,2018,2,3100,59433,0,0,0,M,52.03832991101985,0.4490075290896646,2327,0,0
241284453,11,2018,1,2576,59349,1,0,49,F,53.215605749486656,0.49555099247091033,1341,0,0
211841752,11,2017,1,3173,48755,2,1,0,M,44.80219028062971,0.4654346338124572,1499,0,0
61082715,11,2012,2,4811,38732,2,1,0,M,34.04517453798768,0.29842573579739906,1284,0,0
150793128,11,2015,2,1494,26325,2,3,0,F,61.83709787816564,0.15058179329226556,1084,0,0
214062196,11,2012,2,2632,52512,2,9,0,F,49.18822724161533,0.49555099247091033,1816,0,0
59861103,11,2016,2,2823,33815,1,1,30,M,45.89733059548254,0.010951403148528405,1233,0,0
267466395,11,2015,1,1572,34731,1,2,11,F,56.24366872005476,0.3258042436687201,1042,0,0
177786622,11,2007,2,2695,11995,0,3,20,F,63.31553730321698,0.29021218343600275,370,0,0
191799631,11,2012,1,6272,31997,3,0,0,M,26.830937713894592,0.14510609171800137,1364,1,89
63447851,11,2015,2,3004,56337,2,1,0,F,30.05612594113621,0.1861738535249829,1566,0,0
157033589,11,2017,9,0,37765,3,0,0,F,53.45653661875428,0.47091033538672145,4412,0,0
225276955,11,2010,2,3676,20868,2,4,0,M,34.54072553045859,0.17796030116358658,691,0,0
231354221,11,2010,2,2853,24502,1,1,30,M,62.69678302532512,0.2299794661190965,1020,0,0
67031011,11,2018,1,1400,37050,0,5,28,M,28.424366872005475,0.25735797399041754,1482,0,0
204670115,11,2010,1,4811,35535,2,0,0,M,39.68240930869268,0.49555099247091033,1155,0,0
161098266,11,2006,2,1648,13430,2,3,0,F,61.79876796714579,0.2299794661190965,1058,0,0
170718379,11,2009,2,3245,24660,0,0,0,M,49.95208761122519,0.13141683778234087,1052,0,0
161489850,11,2013,2,2763,57910,2,1,0,M,32.39698836413415,0.24093086926762491,0,0,0
98803095,11,2012,2,2955,24710,2,3,0,M,28.930869267624914,0.09856262833675565,952,0,0
171202540,11,2014,1,1791,29627,1,0,0,F,51.011635865845314,0.49555099247091033,759,0,0
58932972,11,2002,2,3990,19140,2,3,0,M,68.18343600273785,0.188911704312115,1267,0,0
268384567,11,2009,1,2632,43407,2,0,0,M,37.66461327857632,0.08761122518822724,1531,0,0
222542398,11,2012,1,3022,28610,1,0,0,M,49.503080082135526,0.49555099247091033,826,0,0
185481861,11,2010,9,0,14974,2,0,0,M,42.8145106091718,0.243668720054757,1504,0,0
133344782,11,2009,2,3886,19437,2,3,0,F,39.75085557837098,0.15058179329226556,781,0,0
39771213,11,2015,2,3459,39105,2,1,0,M,37.63175906913073,0.06570841889117043,2134,0,0
125567051,11,2011,1,1860,26933,2,4,25,F,44.67898699520876,0.12046543463381246,1071,0,0
271076931,11,2009,1,1737,15462,1,4,0,F,61.34428473648186,0.49555099247091033,582,0,0
94562845,11,2001,2,4090,18876,2,1,0,F,37.883641341546884,0.49555099247091033,1097,0,0
184373796,11,2011,3,5696,26600,2,9,30,M,61.57152635181382,0.49555099247091033,1118,0,0
111922892,11,2013,1,3169,27517,2,0,0,M,33.07871321013005,0.49555099247091033,1381,0,0
153432084,11,2008,1,2774,20085,2,2,0,M,32.323066392881586,0.49555099247091033,742,0,0
256668514,11,2011,2,2695,23398,0,7,30,M,36.44900752908966,0.49555099247091033,882,0,0
208449724,11,2018,2,3546,97744,2,1,0,M,28.03832991101985,0.15058179329226556,1200,1,627
230070503,11,2015,2,3173,31384,2,1,0,M,55.564681724846,0.49555099247091033,889,0,0
